id,assists,birth_date,bonus,bps,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,ep_next,ep_this,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,influence,influence_rank,minutes,own_goals,penalties_missed,penalties_order,penalties_saved,points_per_game,points_per_game_rank,red_cards,saves,saves_per_90,second_name,squad_number,starts,starts_per_90,team_join_date,threat,threat_rank,total_points,web_name,yellow_cards,position,team_name,team_short_name
182,10,2002-05-06,35,952,10,0.28,244851,1.0,1259.2,2,1.0,3.7,3.7,9.53,0.27,26.32,0.74,16.79,43.88,1.24,0.47,Cole,41,1.16,15,338.0,3,1068.2,4,3193,0,1,1.0,0,5.8,4,0,0,0.0,Palmer,,36,1.01,2023-09-01,1052.0,9,214,Palmer,7,MID,Chelsea,CHE
183,0,,0,0,0,0.0,457569,,0.0,671,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Đorđe,0,0.0,0,0.0,675,0.0,675,0,0,0,,0,0.0,682,0,0,0.0,Petrović,,0,0.0,,0.0,645,0,Petrović,0,GKP,Chelsea,CHE
184,0,,0,22,1,0.51,551230,,9.2,468,,0.0,0.0,0.15,0.08,0.31,0.16,0.16,3.17,1.62,0.08,Renato,2,1.02,0,5.9,474,30.4,464,176,0,0,,0,1.0,487,0,0,0.0,Palma Veiga,,1,0.51,2024-07-12,19.0,405,7,Renato Veiga,2,MID,Chelsea,CHE
185,0,1997-11-18,11,470,10,0.31,215059,,20.0,431,,4.3,3.5,0.02,0.0,0.02,0.0,0.0,38.55,1.2,0.0,Robert,34,1.06,0,77.5,208,755.6,42,2880,0,0,,1,3.9,50,0,95,2.97,Sánchez,,32,1.0,2023-08-05,0.0,670,126,Sánchez,5,GKP,Chelsea,CHE
187,1,1997-09-24,7,305,7,0.45,109646,,48.2,366,,1.5,3.0,0.23,0.01,1.16,0.07,0.93,19.62,1.26,0.06,Tosin,14,0.9,1,49.6,292,352.2,212,1403,0,0,,0,3.2,122,0,0,0.0,Adarabioyo,,15,0.96,2024-07-01,92.0,284,71,Tosin,4,DEF,Chelsea,CHE
189,0,2000-12-17,2,162,2,0.15,444463,,85.0,314,,0.0,0.0,0.18,0.01,0.62,0.04,0.44,14.76,1.13,0.03,Wesley,13,1.0,0,31.9,355,200.2,312,1172,0,0,,0,1.9,312,0,0,0.0,Fofana,,14,1.08,2022-08-31,33.0,370,26,W.Fofana,7,DEF,Chelsea,CHE
386,5,2000-03-25,3,367,7,0.36,209243,,523.2,70,,0.0,0.5,3.1,0.16,5.23,0.27,2.13,23.66,1.21,0.11,Jadon,24,1.23,3,127.5,100,340.0,219,1754,0,0,,0,2.8,179,0,0,0.0,Sancho,,19,0.97,2024-08-30,414.0,78,86,Sancho,2,MID,Chelsea,CHE
560,6,2000-03-09,9,434,8,0.32,247632,4.0,762.7,27,,2.7,3.5,4.47,0.18,7.95,0.32,3.48,27.98,1.11,0.14,Pedro,25,0.99,4,180.0,53,492.0,147,2262,0,0,,0,3.0,147,0,0,0.0,Lomba Neto,,24,0.95,2024-08-11,545.0,54,104,Neto,8,MID,Chelsea,CHE
575,0,,0,0,0,0.0,488464,,0.0,603,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Caleb,0,0.0,0,0.0,616,0.0,616,0,0,0,,0,0.0,623,0,0,0.0,Wiley,,0,0.0,,0.0,562,0,Wiley,0,DEF,Chelsea,CHE
581,0,2002-04-16,0,59,1,0.17,508479,,0.0,657,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,8.83,1.47,0.0,Filip,9,1.5,0,15.9,417,157.6,341,540,0,0,,0,3.0,140,0,20,3.33,Jørgensen,,6,1.0,2024-07-30,0.0,623,18,Jørgensen,0,GKP,Chelsea,CHE
621,2,,0,90,1,0.25,428399,,95.4,305,,0.0,0.0,0.45,0.11,2.75,0.68,2.3,5.96,1.48,0.57,João,4,0.99,1,32.3,353,88.0,406,362,0,0,,0,2.0,304,0,0,0.0,Félix Sequeira,,3,0.75,2024-08-21,141.0,230,24,João Félix,2,MID,Chelsea,CHE
695,0,2005-03-27,0,0,0,0.0,547692,,0.0,740,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samuel,0,0.0,0,0.0,744,0.0,744,0,0,0,,0,0.0,748,0,0,0.0,Rak-Sakyi,,0,0.0,2024-10-23,0.0,724,0,Rak-Sakyi,0,MID,Chelsea,CHE
696,1,2006-02-04,0,55,1,0.51,550615,,72.7,330,,0.5,0.3,0.26,0.13,0.46,0.23,0.2,1.41,0.72,0.1,Tyrique,0,0.0,1,17.1,407,67.4,422,177,0,0,,0,2.1,272,0,0,0.0,George,,1,0.51,2024-04-15,32.0,374,17,George,1,MID,Chelsea,CHE
697,0,2006-05-05,0,8,0,0.0,577016,,2.5,486,,-0.5,-0.5,0.01,0.01,0.23,0.13,0.22,2.09,1.12,0.12,Josh,3,1.61,0,2.9,498,13.6,494,168,0,0,,0,1.0,471,0,0,0.0,Acheampong,,2,1.07,2024-03-10,13.0,423,4,Acheampong,1,DEF,Chelsea,CHE
740,0,1980-02-10,0,0,0,0.0,100048548,,0.0,546,,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enzo,0,0.0,0,0.0,568,0.0,568,0,0,0,,0,0.0,578,0,0,0.0,Maresca,,0,0.0,2024-06-03,0.0,497,94,Maresca,0,,Chelsea,CHE
771,0,2006-01-18,0,2,0,0.0,609640,,0.9,500,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathis,0,0.0,0,0.2,547,1.0,546,7,0,0,,0,1.0,506,0,0,0.0,Amougou,,0,0.0,2025-02-03,0.0,747,1,Amougou,0,MID,Chelsea,CHE
774,0,2005-04-29,0,0,0,0.0,622758,,0.0,647,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron,0,0.0,0,0.0,659,0.0,659,0,0,0,,0,0.0,666,0,0,0.0,Anselmino,,0,0.0,2024-08-08,0.0,610,0,Anselmino,0,DEF,Chelsea,CHE
781,0,2007-10-20,0,5,0,0.0,567119,,0.0,749,,-0.5,-0.5,0.0,0.0,0.06,5.4,0.06,0.0,0.0,5.4,Shumaira,0,0.0,0,2.0,510,3.0,533,1,0,0,,0,1.0,500,0,0,0.0,Mheuka,,0,0.0,2024-10-23,17.0,412,1,Mheuka,0,FWD,Chelsea,CHE
782,0,2006-06-05,0,0,0,0.0,536238,,0.0,619,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ishé,0,0.0,0,0.0,631,0.0,631,0,0,0,,0,0.0,638,0,0,0.0,Samuels-Smith,,0,0.0,2023-08-28,0.0,580,0,Samuels-Smith,0,DEF,Chelsea,CHE
787,0,2007-05-11,0,0,0,0.0,591382,,0.0,635,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Genesis,0,0.0,0,0.0,647,0.0,647,0,0,0,,0,0.0,654,0,0,0.0,Antwi,,0,0.0,2025-02-08,0.0,597,0,Genesis Antwi,0,DEF,Chelsea,CHE
11,2,1999-05-30,4,186,2,0.18,205533,,163.7,234,,3.7,2.8,0.83,0.07,6.77,0.6,5.94,14.29,1.26,0.53,Eddie,17,1.5,3,82.5,194,192.2,320,1018,0,0,,0,1.8,343,1,0,0.0,Nketiah,,9,0.8,2024-08-30,475.0,68,53,Nketiah,4,FWD,Crystal Palace,CRY
160,0,1996-12-21,0,54,0,0.0,172850,,69.2,336,,1.3,0.8,0.88,0.31,1.13,0.4,0.25,2.84,1.01,0.09,Ben,4,1.42,1,20.7,395,99.6,402,254,0,0,,0,1.6,371,0,0,0.0,Chilwell,,1,0.35,2025-02-03,37.0,360,13,Chilwell,1,DEF,Crystal Palace,CRY
190,0,,0,0,0,0.0,466117,,0.0,707,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Naouirou,0,0.0,0,0.0,710,0.0,710,0,0,0,,0,0.0,715,0,0,0.0,Ahamada,,0,0.0,,0.0,687,0,Ahamada,0,MID,Crystal Palace,CRY
193,1,2000-01-08,0,71,1,0.2,438464,,25.7,418,,0.0,0.0,0.11,0.02,0.51,0.1,0.4,7.53,1.53,0.08,Cheick,6,1.22,0,10.8,439,58.6,432,443,0,0,,0,1.5,386,0,0,0.0,Doucouré,,4,0.81,2022-07-11,23.0,395,19,C.Doucouré,1,MID,Crystal Palace,CRY
194,1,2000-03-28,2,249,7,0.33,427623,,45.0,371,,2.0,1.8,0.6,0.03,1.93,0.09,1.33,29.78,1.4,0.06,Chris,31,1.45,1,69.6,235,470.8,153,1921,0,0,,0,2.8,168,1,0,0.0,Richards,,22,1.03,2022-07-27,181.0,199,68,C.Richards,2,DEF,Crystal Palace,CRY
195,0,2003-06-17,0,3,0,0.0,515621,,1.3,495,,0.0,0.0,0.02,0.02,0.02,0.02,0.0,1.39,1.39,0.0,Chadi,2,2.0,0,2.0,508,18.2,486,90,0,0,,0,1.0,480,0,0,0.0,Riad Dnanou,,1,1.0,2024-07-02,0.0,632,1,Chadi Riad,0,DEF,Crystal Palace,CRY
196,0,1991-04-05,0,48,1,0.19,57328,,51.8,359,,-0.8,-0.8,0.24,0.05,0.26,0.05,0.02,10.11,1.91,0.0,Nathaniel,11,2.08,0,12.4,429,66.6,425,477,0,0,,0,1.4,401,0,0,0.0,Clyne,,5,0.94,2020-10-14,8.0,440,18,Clyne,1,DEF,Crystal Palace,CRY
197,0,2003-09-04,0,0,0,0.0,450535,,0.0,698,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malcolm,0,0.0,0,0.0,702,0.0,702,0,0,0,,0,0.0,707,0,0,0.0,Ebiowei,,0,0.0,2022-07-01,0.0,679,0,Ebiowei,0,MID,Crystal Palace,CRY
199,8,1998-06-29,15,605,10,0.35,232413,1.0,849.2,15,1.0,9.7,7.8,4.67,0.16,15.06,0.52,10.39,35.03,1.22,0.36,Eberechi,34,1.18,8,222.4,16,685.0,62,2588,0,1,2.0,0,4.4,28,0,0,0.0,Eze,,31,1.08,2020-08-28,691.0,38,148,Eze,1,MID,Crystal Palace,CRY
200,2,2000-07-13,11,492,11,0.32,209036,,237.6,183,,0.0,0.0,2.01,0.06,3.88,0.12,1.87,41.55,1.22,0.06,Marc,42,1.24,3,131.0,98,827.0,28,3059,3,0,,0,3.4,101,1,0,0.0,Guéhi,,34,1.0,2021-07-18,247.0,137,116,Guéhi,7,DEF,Crystal Palace,CRY
201,0,1997-03-12,8,466,11,0.29,172649,,30.0,406,,2.3,2.0,0.02,0.0,0.03,0.0,0.01,50.33,1.32,0.0,Dean,51,1.34,0,88.6,172,853.6,20,3420,0,0,,1,3.6,78,0,104,2.74,Henderson,,38,1.0,2023-08-31,4.0,465,135,Henderson,3,GKP,Crystal Palace,CRY
202,0,,0,0,0,0.0,156074,,0.0,655,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rob,0,0.0,0,0.0,664,0.0,664,0,0,0,,0,0.0,671,0,0,0.0,Holding,,0,0.0,2023-09-01,0.0,620,0,Holding,0,DEF,Crystal Palace,CRY
203,4,1995-04-17,3,278,10,0.43,108413,2.0,462.6,83,,0.7,1.0,2.64,0.11,3.73,0.16,1.09,31.64,1.36,0.05,Will,31,1.33,0,87.5,177,335.2,224,2100,0,0,,0,2.0,299,0,0,0.0,Hughes,,24,1.03,2021-08-28,90.0,286,67,Hughes,11,MID,Crystal Palace,CRY
205,0,1996-08-05,0,246,3,0.17,209400,5.0,314.1,135,,0.0,0.2,1.55,0.09,2.67,0.16,1.12,25.74,1.5,0.07,Daichi,27,1.57,0,68.2,240,219.2,291,1545,0,0,,0,1.3,426,1,0,0.0,Kamada,,15,0.87,2024-07-01,145.0,228,45,Kamada,4,MID,Crystal Palace,CRY
206,1,1994-10-25,2,326,6,0.24,152551,,190.2,216,,0.7,0.8,1.75,0.07,2.82,0.11,1.07,33.55,1.33,0.04,Jefferson,36,1.43,0,78.7,205,401.4,179,2270,0,0,,0,1.8,334,0,0,0.0,Lerma Solís,,26,1.03,2023-07-01,197.0,181,58,Lerma,9,MID,Crystal Palace,CRY
207,2,1997-06-28,27,576,9,0.31,231747,,405.4,100,,0.3,0.5,2.28,0.08,16.05,0.55,13.77,37.94,1.29,0.47,Jean-Philippe,37,1.26,14,187.3,45,671.6,69,2642,0,0,1.0,0,4.1,41,0,0,0.0,Mateta,,33,1.12,2022-01-31,800.0,24,150,Mateta,2,FWD,Crystal Palace,CRY
208,0,2004-04-01,0,34,0,0.0,536694,,1.2,496,,-0.7,-0.5,0.18,0.31,0.46,0.79,0.28,0.4,0.69,0.48,Matheus,0,0.0,1,11.5,432,48.4,440,52,0,0,,0,2.2,252,0,0,0.0,França de Oliveira,,0,0.0,2023-08-05,66.0,315,9,M.França,0,MID,Crystal Palace,CRY
209,0,1994-02-10,0,0,0,0.0,169593,,0.0,558,,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Remi,0,0.0,0,0.0,578,0.0,578,0,0,0,,0,0.0,587,0,0,0.0,Matthews,,0,0.0,2021-07-13,0.0,511,0,Matthews,0,GKP,Crystal Palace,CRY
210,6,1999-09-01,4,455,12,0.35,244723,,559.1,64,,2.7,3.0,3.67,0.11,4.98,0.15,1.31,46.45,1.35,0.04,Tyrick,46,1.34,0,136.2,91,630.8,78,3090,0,0,,0,3.3,115,0,0,0.0,Mitchell,,37,1.08,2019-12-15,170.0,205,123,Mitchell,2,DEF,Crystal Palace,CRY
211,6,1996-05-26,9,480,11,0.31,247348,,634.2,47,,3.3,2.8,3.46,0.1,8.38,0.24,4.92,46.3,1.29,0.14,Daniel,46,1.28,4,197.6,34,816.6,30,3229,0,0,,0,3.8,62,0,0,0.0,Muñoz,,37,1.03,2024-01-30,524.0,58,142,Muñoz,10,DEF,Crystal Palace,CRY
212,0,,0,0,0,0.0,531989,,0.0,731,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David,0,0.0,0,0.0,735,0.0,735,0,0,0,,0,0.0,739,0,0,0.0,Ozoh,,0,0.0,,0.0,715,0,Ozoh,0,MID,Crystal Palace,CRY
213,0,,0,0,0,0.0,450542,,0.0,700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jesurun,0,0.0,0,0.0,704,0.0,704,0,0,0,,0,0.0,709,0,0,0.0,Rak-Sakyi,,0,0.0,,0.0,681,0,Rak-Sakyi,0,MID,Crystal Palace,CRY
214,0,,0,43,0,0.0,86417,,42.9,374,,0.0,0.0,0.14,0.13,0.31,0.29,0.17,1.53,1.45,0.16,Jeffrey,3,2.84,0,11.0,436,22.8,476,95,0,0,,0,1.0,511,0,0,0.0,Schlupp,,0,0.0,2017-01-13,46.0,350,12,Schlupp,0,MID,Crystal Palace,CRY
215,0,1989-10-29,0,-3,0,0.0,55494,,10.3,461,,-1.0,-1.0,0.01,0.01,0.01,0.01,0.0,1.57,1.99,0.0,Joel,2,2.54,0,1.6,518,5.8,511,71,0,0,,0,0.5,554,0,0,0.0,Ward,,1,1.27,2012-05-29,0.0,625,1,Ward,1,DEF,Crystal Palace,CRY
216,2,2004-02-06,0,244,4,0.27,496221,4.0,381.4,106,,0.0,0.0,2.17,0.15,2.55,0.18,0.38,19.34,1.32,0.03,Adam,21,1.44,0,71.2,230,261.2,264,1314,0,0,,0,2.1,275,0,0,0.0,Wharton,,16,1.1,2024-02-01,69.0,312,42,Wharton,2,MID,Crystal Palace,CRY
445,0,1994-06-24,0,0,0,0.0,224068,,0.0,562,,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt,0,0.0,0,0.0,581,0.0,581,0,0,0,,0,0.0,590,0,0,0.0,Turner,,0,0.0,2024-08-30,0.0,515,0,Turner,0,GKP,Crystal Palace,CRY
585,7,1998-02-25,14,542,10,0.33,232185,,618.0,53,,3.3,4.5,6.82,0.23,17.64,0.59,10.82,38.63,1.28,0.36,Ismaïla,39,1.3,8,215.9,18,675.0,66,2708,0,0,,0,3.9,55,0,0,0.0,Sarr,,30,1.0,2024-08-01,866.0,20,149,I.Sarr,4,MID,Crystal Palace,CRY
644,0,2005-01-26,0,0,0,0.0,574398,,0.0,678,,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Franco,0,0.0,0,0.0,683,0.0,683,0,0,0,,0,0.0,688,0,0,0.0,Umeh-Chibueze,,0,0.0,2024-02-18,0.0,654,0,Umeh-Chibueze,0,MID,Crystal Palace,CRY
645,1,2003-10-11,1,129,0,0.0,489706,3.0,101.8,296,2.0,0.7,0.5,0.41,0.07,1.18,0.21,0.77,9.3,1.69,0.14,Justin,8,1.46,1,33.2,351,138.8,361,494,0,0,,0,1.5,383,0,0,0.0,Devenny,,4,0.73,2024-03-13,90.0,285,34,Devenny,1,MID,Crystal Palace,CRY
646,0,,0,4,0,0.0,579075,,10.6,459,,0.0,0.0,0.01,0.22,0.03,0.67,0.02,0.0,0.0,0.45,Asher,0,0.0,0,1.5,520,4.0,523,4,0,0,,0,1.0,501,0,0,0.0,Agbinone,,0,0.0,2024-07-30,1.0,478,2,Agbinone,0,MID,Crystal Palace,CRY
647,0,2004-10-07,0,0,0,0.0,530318,,0.0,729,,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaden,0,0.0,0,0.0,733,0.0,733,0,0,0,,0,0.0,737,0,0,0.0,Rodney,,0,0.0,2022-07-08,0.0,712,0,Rodney,0,MID,Crystal Palace,CRY
650,2,2000-04-06,9,463,11,0.32,437499,,113.7,281,,2.0,1.8,1.01,0.03,4.51,0.13,3.5,44.59,1.29,0.1,Maxence,45,1.3,1,111.4,131,723.8,53,3116,0,0,,0,3.3,113,0,0,0.0,Lacroix,,35,1.01,2024-08-30,277.0,122,114,Lacroix,5,DEF,Crystal Palace,CRY
666,0,2006-07-15,0,1,0,0.0,590012,,4.6,478,,-1.0,-1.0,0.02,0.16,0.02,0.16,0.0,0.06,0.49,0.0,Caleb,1,8.18,0,1.3,521,8.0,507,11,0,0,,0,1.0,472,0,0,0.0,Kporha,,0,0.0,2024-07-30,0.0,596,2,Kporha,0,DEF,Crystal Palace,CRY
676,0,2005-10-06,0,0,0,0.0,576980,,0.0,754,,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zach,0,0.0,0,0.0,757,0.0,757,0,0,0,,0,0.0,760,0,0,0.0,Marsh,,0,0.0,2023-07-18,0.0,737,0,Marsh,0,FWD,Crystal Palace,CRY
730,2,2005-05-13,3,72,0,0.0,606921,,38.4,386,,2.3,1.8,0.39,0.25,0.71,0.46,0.32,2.15,1.4,0.21,Romain,3,1.96,1,16.4,414,74.8,418,138,0,0,,0,3.1,135,0,0,0.0,Esse,,1,0.65,2025-01-18,51.0,338,22,Esse,0,MID,Crystal Palace,CRY
741,0,1974-08-28,0,0,0,0.0,100044409,,0.0,537,,8.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oliver,0,0.0,0,0.0,559,0.0,559,0,0,0,,0,0.0,569,0,0,0.0,Glasner,,0,0.0,2024-02-20,0.0,488,128,Glasner,0,,Crystal Palace,CRY
156,0,2001-09-10,0,23,2,0.55,440323,,53.8,358,,-0.5,-0.5,0.11,0.03,0.22,0.06,0.11,3.82,1.05,0.03,Armando,2,0.55,0,10.9,437,20.2,482,327,0,0,,0,1.2,442,0,0,0.0,Broja,,4,1.1,2024-08-30,43.0,353,12,Broja,1,FWD,Everton,EVE
217,2,1993-01-01,5,333,11,0.39,121599,,379.4,107,,2.0,1.7,1.41,0.05,5.56,0.2,4.15,34.38,1.21,0.15,Abdoulaye,33,1.16,3,107.6,138,352.6,210,2563,0,0,,0,2.8,174,1,0,0.0,Doucouré,,31,1.09,2020-09-08,348.0,97,94,A.Doucoure,3,MID,Everton,EVE
218,0,1998-01-31,11,295,4,0.24,486385,,163.9,233,,4.0,4.0,0.44,0.03,8.33,0.5,7.89,18.8,1.11,0.47,Norberto Bercique,24,1.42,8,119.5,116,373.2,197,1521,0,0,,0,2.9,151,0,0,0.0,Gomes Betuncal,,15,0.89,2023-08-29,666.0,43,87,Beto,2,FWD,Everton,EVE
219,1,2002-06-27,3,420,9,0.32,480455,,57.7,350,,0.0,0.0,0.61,0.02,1.81,0.06,1.2,29.83,1.07,0.04,Jarrad,28,1.0,0,81.3,198,624.6,87,2509,0,0,,0,2.9,152,0,0,0.0,Branthwaite,,28,1.0,2020-06-20,130.0,240,88,Branthwaite,4,DEF,Everton,EVE
220,2,1997-03-16,3,157,8,0.45,177815,,126.1,270,,0.3,0.5,0.63,0.04,7.16,0.41,6.53,24.83,1.39,0.37,Dominic,18,1.01,3,89.2,171,200.2,313,1602,0,0,1.0,0,2.4,229,0,0,0.0,Calvert-Lewin,,19,1.07,2016-10-01,573.0,53,63,Calvert-Lewin,2,FWD,Everton,EVE
221,0,1988-10-11,0,17,0,0.0,59949,,3.8,481,,0.0,0.0,0.03,0.01,0.65,0.27,0.62,4.45,1.87,0.26,Séamus,4,1.68,0,7.1,462,42.4,446,214,0,0,,0,1.0,478,0,0,0.0,Coleman,,3,1.26,2009-02-02,23.0,393,5,Coleman,1,DEF,Everton,EVE
222,3,1989-09-26,5,505,12,0.35,80801,,327.2,127,,1.7,1.7,1.99,0.06,3.14,0.09,1.15,39.88,1.17,0.03,Idrissa,39,1.15,0,96.6,155,522.0,131,3063,0,0,,0,2.4,222,0,0,0.0,Gueye,,35,1.03,2022-09-01,117.0,256,89,Gana,9,MID,Everton,EVE
223,1,2001-03-13,0,244,5,0.28,232928,,248.2,177,2.0,1.5,1.5,1.37,0.08,2.04,0.12,0.67,19.71,1.12,0.04,James,19,1.08,0,60.4,266,264.8,262,1590,0,0,,0,2.0,301,0,0,0.0,Garner,,17,0.96,2022-09-01,93.0,282,42,Garner,5,MID,Everton,EVE
224,3,1996-11-20,4,291,7,0.3,221399,,527.7,69,,1.0,1.3,3.12,0.14,6.66,0.29,3.54,31.23,1.36,0.15,Jack,27,1.18,1,108.6,134,277.0,254,2068,0,0,,0,2.4,227,0,0,0.0,Harrison,,24,1.04,2023-08-14,288.0,119,81,Harrison,0,MID,Everton,EVE
225,0,,0,-1,0,0.0,194164,,0.0,578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.26,0.0,Mason,1,18.0,0,0.0,594,0.0,594,5,0,0,,0,1.0,463,0,0,0.0,Holgate,,0,0.0,,0.0,537,1,Holgate,0,DEF,Everton,EVE
226,1,2003-06-30,0,82,0,0.0,490094,,40.9,379,,0.0,0.0,0.14,0.02,0.37,0.06,0.23,12.25,1.96,0.04,Tim,16,2.56,0,19.6,398,122.2,372,562,0,0,,0,1.2,434,0,0,0.0,Iroegbunam,,5,0.8,2024-06-22,32.0,373,22,Iroegbunam,4,MID,Everton,EVE
227,0,1999-10-10,0,0,0,0.0,222627,,0.0,549,,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,João,0,0.0,0,0.0,571,0.0,571,0,0,0,,0,0.0,581,0,0,0.0,Neves Virgínia,,0,0.0,2018-08-27,0.0,500,0,J.Virginia,0,GKP,Everton,EVE
228,0,1993-01-11,4,139,3,0.26,106611,,23.2,425,,2.0,3.5,0.02,0.0,0.63,0.05,0.61,19.16,1.65,0.05,Michael,20,1.72,3,45.4,304,306.6,238,1046,0,0,,0,3.4,97,0,0,0.0,Keane,,11,0.95,2017-07-03,123.0,245,48,Keane,5,DEF,Everton,EVE
229,0,,0,0,0,0.0,115382,,0.0,773,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neal,0,0.0,0,0.0,774,0.0,774,0,0,0,,0,0.0,775,0,0,0.0,Maupay,,0,0.0,,0.0,761,0,Maupay,0,FWD,Everton,EVE
230,8,1999-11-22,9,401,5,0.33,433154,1.0,631.8,50,,4.7,4.7,4.49,0.3,5.53,0.37,1.05,21.12,1.39,0.07,Dwight,24,1.58,4,123.3,107,392.0,187,1366,0,0,,0,4.4,26,0,0,0.0,McNeil,,15,0.99,2022-07-28,207.0,168,93,McNeil,1,MID,Everton,EVE
231,3,1999-05-29,9,467,11,0.32,224967,,428.5,91,,4.0,5.7,2.12,0.06,2.6,0.07,0.48,39.81,1.16,0.01,Vitalii,39,1.14,1,115.2,123,621.4,88,3082,0,0,,0,3.5,89,0,0,0.0,Mykolenko,,35,1.02,2022-01-01,100.0,273,121,Mykolenko,4,DEF,Everton,EVE
232,0,2000-03-06,21,552,15,0.56,440993,,326.4,128,,3.7,4.0,1.36,0.05,7.59,0.28,6.23,29.01,1.08,0.23,Iliman,24,0.89,9,142.0,86,598.0,101,2426,0,0,,0,3.5,92,0,0,0.0,Ndiaye,,29,1.08,2024-07-03,493.0,65,114,Ndiaye,3,FWD,Everton,EVE
234,1,2001-10-16,0,47,0,0.0,243571,,70.3,335,,0.7,0.3,0.38,0.1,0.45,0.12,0.07,4.48,1.18,0.02,Nathan,6,1.58,0,15.5,420,71.6,420,342,0,0,,0,1.4,408,0,0,0.0,Patterson,,3,0.79,2022-01-04,12.0,427,14,Patterson,1,DEF,Everton,EVE
235,1,1994-03-07,15,593,12,0.32,111234,,20.3,429,,3.3,5.0,0.22,0.01,0.22,0.01,0.0,46.11,1.21,0.0,Jordan,44,1.16,0,107.0,140,1052.0,5,3420,0,0,,2,4.2,32,0,122,3.21,Pickford,,38,1.0,2017-07-01,0.0,787,158,Pickford,7,GKP,Everton,EVE
236,1,1992-11-19,8,468,10,0.31,17761,,188.8,217,,0.0,0.0,2.33,0.07,3.65,0.11,1.32,39.3,1.21,0.04,James,38,1.17,1,126.9,102,859.0,19,2922,0,0,,0,3.2,128,0,0,0.0,Tarkowski,,33,1.02,2022-07-01,217.0,163,105,Tarkowski,6,DEF,Everton,EVE
237,0,2004-05-24,0,9,0,0.0,491012,,0.6,504,,0.0,-0.3,0.0,0.0,0.11,0.24,0.11,0.47,1.01,0.24,Youssef,0,0.0,0,3.0,496,2.4,537,42,0,0,,0,0.8,542,0,0,0.0,Ramalho Chermiti,,0,0.0,2023-08-11,27.0,387,3,Y. Chermiti,1,FWD,Everton,EVE
238,4,1985-07-09,9,354,9,0.43,18892,,388.2,105,1.0,2.3,3.3,2.87,0.14,3.14,0.15,0.27,26.17,1.26,0.01,Ashley,23,1.11,1,86.8,181,431.2,168,1864,0,0,,0,3.1,131,1,0,0.0,Young,,19,0.92,2023-07-13,46.0,348,98,Young,7,DEF,Everton,EVE
450,3,2002-11-30,5,191,1,0.12,502697,,205.7,206,,2.3,4.5,0.68,0.08,2.46,0.29,1.78,11.33,1.33,0.21,Carlos,9,1.06,2,65.4,248,219.4,290,766,0,0,,0,2.8,170,0,0,0.0,Alcaraz Durán,,7,0.82,2025-02-03,227.0,155,44,Alcaraz,4,MID,Everton,EVE
577,1,2000-02-29,0,167,6,0.44,463903,2.0,309.6,140,1.0,0.0,0.0,1.96,0.14,4.11,0.3,2.15,13.37,0.98,0.16,Jesper,14,1.03,0,76.0,215,214.2,297,1229,0,0,,0,1.8,338,0,0,0.0,Lindstrøm,,15,1.1,2024-07-26,237.0,148,44,Lindstrøm,2,MID,Everton,EVE
